provider,title,year,doi,source,landing_page_url,pdf_url,authors,coordinate_mentions,abstract_excerpt
crossref,Nazca Lines,2021,10.1007/978-3-030-58292-0_140097,Encyclopedic Dictionary of Archaeology,https://doi.org/10.1007/978-3-030-58292-0_140097,,,0,
crossref,III. The Archaeology of the Nazca Pampa: Environmental and Cultural Parameters,1990,10.70249/9798893981193-006,Lines of Nazca,https://doi.org/10.70249/9798893981193-006,,Persis B. Clarkson,0,
crossref,Nazca Lines,,10.1007/springerreference_78053,SpringerReference,https://doi.org/10.1007/springerreference_78053,,,0,
crossref,"Desert labyrinth: lines, landscape and meaning at Nazca, Peru",2012,10.1017/s0003598x00048298,Antiquity,https://doi.org/10.1017/s0003598x00048298,,Clive Ruggles; Nicholas J. Saunders,0,"The shapes drawn out by the famous Nazca lines in the Peruvian desert are at their most evident from the air—giving rise to some famously fantastic theories about their origin. The new understanding offered here is the result of a piece of straightforward brilliance on the part of our authors: get down on the ground, where the original users were, and see where your feet lead you. Using stratigraphic and taphonomic reasoning to decide which lines were contemporary, they discover an itinerary so complex they can justify calling it a labyrinth, and see it as serving ceremonial progressions."
crossref,Tracking Human-Induced Landscape Disturbance at the Nasca Lines UNESCO World Heritage Site in Peru with COSMO-SkyMed InSAR,2018,10.3390/rs10040572,Remote Sensing,https://doi.org/10.3390/rs10040572,,Francesca Cigna; Deodato Tapete,0,"The “Lines and Geoglyphs of Nasca and Palpa” in Peru are among the most well-known UNESCO World Heritage Sites globally, and an exemplar of site where heritage assets cannot be separated from their natural and anthropogenic environment. The site is exposed to interactions with natural processes, as well as human presence. In this work, 3-m resolution synthetic aperture radar (SAR) StripMap HIMAGE HH-polarised scenes acquired by the X-band COSMO-SkyMed constellation are exploited to track two events of human-induced landscape disturbance that occurred in December 2014 and January 2018. Pre-, cross-, and post-event interferometric SAR (InSAR) pairs characterised by small temporal and normal baselines allow the detection of temporal decorrelation associated with the two events, the extent and time reference of which match with online photographic and video evidence, published literature, web news, and press releases by the Ministry of Culture in Peru. Further elements enhancing the und..."
crossref,Satellite-Based Monitoring of Archaeological Looting in Peru,2011,10.1007/978-90-481-8801-7_8,Remote Sensing and Digital Image Processing,https://doi.org/10.1007/978-90-481-8801-7_8,,Rosa Lasaponara; Maria Danese; Nicola Masini,0,
crossref,Integrated Remote Sensing Approach in Cahuachi (Peru): Studies and Results of the ITACA Mission (2007–2010),2011,10.1007/978-90-481-8801-7_14,Remote Sensing and Digital Image Processing,https://doi.org/10.1007/978-90-481-8801-7_14,,Nicola Masini; Rosa Lasaponara; Enzo Rizzo; Giuseppe Orefici,0,
crossref,II. Order in the Nazca Lines,1990,10.70249/9798893981193-005,Lines of Nazca,https://doi.org/10.70249/9798893981193-005,,A. F. Aveni,0,
crossref,IV. Andean Social Organization and the Maintenance of the Nazca Lines,1990,10.70249/9798893981193-007,Lines of Nazca,https://doi.org/10.70249/9798893981193-007,,Gary Urton,0,
crossref,"The archaeology and pottery of Nazca, Peru: Alfred L. Kroeber's 1926 expedition",1999,10.5860/choice.36-6354,Choice Reviews Online,https://doi.org/10.5860/choice.36-6354,,,0,
